Step,X_d,Y_d,Theta_d,X,Y,Theta
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0755813953488372,0.0,0.0,0.020000000000000004,0.0,-0.07500000000000001
2.0,0.1511627906976744,0.0,0.0,0.059887552724488306,-0.0029971882909096944,-0.07500000000000001
3.0,0.22674418604651161,0.0,0.0,0.11971888181122076,-0.007492970727274236,-0.12247756297052054
4.0,0.3023255813953488,0.0,0.0,0.1991196013743618,-0.017266697388862023,-0.09495512594104107
5.0,0.37790697674418605,0.0,0.0,0.29866911621227393,-0.026747947071067188,-0.07443751057427994
6.0,0.45348837209302323,0.0,0.0,0.3784475808143176,-0.03269745005370864,0.021080104792481194
7.0,0.5290697674418605,0.0,0.0,0.47842536309617495,-0.030589595694048587,0.04159772015924233
8.0,0.6046511627906976,0.0,0.0,0.5583561582633063,-0.027262737724417806,0.13711533552600347
9.0,0.6802325581395349,0.0,0.0,0.6204388647321715,-0.01869649564987856,0.1576329508927646
10.0,0.7558139534883721,0.0,0.0,0.6625807249461522,-0.01199797580626152,0.10315056625952573
11.0,0.8313953488372093,0.0,0.0,0.7249185198784036,-0.005544893692770914,-0.02633181837371315
12.0,0.9069767441860465,0.0,0.0,0.8075607708754889,-0.007721517523956397,-0.08081420300695202
13.0,0.9825581395348837,0.0,0.0,0.8700271422833379,-0.01278070608691281,-0.060296587640190885
14.0,1.058139534883721,0.0,0.09132536783691261,0.9525478152700513,-0.01776245989331917,0.03522102772657025
15.0,1.1337209302325582,0.0,0.21004834602489889,1.0551550490384785,-0.014147032539890669,0.05573864309333139
16.0,1.2093023255813953,0.0,0.3287713242128852,1.1376975713279986,-0.009541453830131491,0.15125625846009252
17.0,1.2848837209302324,0.0,0.44749430240087146,1.2391962427558152,0.005929015941169669,0.17177387382685366
18.0,1.3604651162790695,0.0,0.5662172805888578,1.3206504938123527,0.02005998639568245,0.11729148919361479
19.0,1.4360465116279069,0.0,0.6849402587768443,1.393916589844683,0.028693101697413972,0.13780910456037593
20.0,1.5116279069767442,0.0,0.8036632369648306,1.4868005332754186,0.04157500645512699,0.12843908222967687
21.0,1.5872093023255813,0.0,0.9223862151528169,1.5599658405460677,0.051024309054956654,0.19406905989897782
22.0,1.6627906976744187,0.0,1.0411091933408034,1.6127293671210488,0.06139459647641696,0.18469903756827877
23.0,1.7383720930232556,0.0,1.1598321715287894,1.68524757720993,0.07494305443799058,0.2503290152375797
24.0,1.813953488372093,0.0,1.278555149716776,1.737344498532552,0.0882638421976157,0.3909589929068807
25.0,1.8895348837209303,0.0,1.3972781279047626,1.8055508605473212,0.11637689411913217,0.5910230631313915
26.0,1.9651162790697674,0.0,1.5160011060927485,1.8502023804890264,0.14633977723688185,0.8660871333559024
27.0,2.0,0.04069767441860456,1.6347240842807351,1.872080928333167,0.1720680269298722,1.0661512035804133
28.0,2.0,0.1162790697674419,1.7534470624687217,1.898079990235988,0.21913798951755337,1.1912152738049242
29.0,2.0,0.19186046511627888,1.872170040656708,1.9254151913093327,0.2876597983809471,1.241279344029435
30.0,2.0,0.2674418604651162,1.9908930188446943,1.9428153743960508,0.338539718058371,1.3341035563619108
31.0,2.0,0.3430232558139532,2.10961599703268,1.9601143172298041,0.4102558116808362,1.4237638097121763
32.0,2.0,0.41860465116279055,2.228338975220667,1.9679922361301159,0.4634485836675689,1.4384240630624419
33.0,2.0,0.4941860465116279,2.3470619534086534,1.9724497964526824,0.4969260961797596,1.5280843164127074
34.0,2.0,0.5697674418604649,2.4657849315966396,1.9747458499531079,0.5506500269383667,1.5915256767214814
35.0,2.0,0.6453488372093023,2.5845079097846257,1.9732166937060325,0.6244071499083124,1.7299670370302553
36.0,2.0,0.7209302325581393,2.7032308879726124,1.9632262741375548,0.6866416311387609,1.8733862374915935
37.0,2.0,0.7965116279069766,2.821953866160599,1.9504032419751056,0.7277178867339715,1.9974726781496874
38.0,2.0,0.872093023255814,2.940676844348585,1.9243179194443238,0.785098154123052,2.149464148021944
39.0,2.0,0.9476744186046508,3.0593998225365713,1.9007837329469361,0.821123575612168,2.2264556178942008
40.0,1.9767441860465118,1.0,3.141592653589793,1.8623547136891778,0.871085056935925,2.3784470877664576
41.0,1.9011627906976745,1.0,3.141592653589793,1.8312575152436568,0.9008281767521474,2.4554385576387143
42.0,1.8255813953488376,1.0,3.141592653589793,1.7824909663600788,0.9407626586839675,2.607430027510971
43.0,1.7500000000000002,1.0,3.141592653589793,1.7454541691490792,0.9626707526200811,2.684421497383228
44.0,1.6744186046511629,1.0,3.141592653589793,1.6888959231354568,0.9904934761575033,2.686412967255485
45.0,1.5988372093023255,1.0,3.141592653589793,1.6143187402302723,1.0269959847934715,2.7634044371277415
46.0,1.5232558139534889,1.0,3.141592653589793,1.5557415799046248,1.0502694766965073,2.7653959069999985
47.0,1.4476744186046515,1.0,3.141592653589793,1.4785168149031527,1.0807739848430036,2.842387376872255
48.0,1.3720930232558142,1.0,3.141592653589793,1.380063130747724,1.1111435688478979,2.994378846744512
49.0,1.2965116279069768,1.0,3.141592653589793,1.2979299745233044,1.1233228132993138,3.0713703166167687
50.0,1.2209302325581395,1.0,3.141592653589793,1.195152647568063,1.1305519640338502,3.2233617864890256
51.0,1.1453488372093028,1.0,3.141592653589793,1.112398819118321,1.1237701336243713,3.3003532563612823
52.0,1.0697674418604655,1.0,3.141592653589793,1.0501602459759056,1.1138052377205758,3.3023447262335393
53.0,0.9941860465116282,1.0,3.132460116806102,0.9681994973213561,1.1005152028531267,3.379336196105796
54.0,0.9186046511627909,1.0,3.013737138618116,0.9069411935840651,1.0856706967849858,3.381327665978053
55.0,0.8430232558139535,1.0,2.8950141604301294,0.8651405922675437,1.0754531306785442,3.3083191358503097
56.0,0.7674418604651162,1.0,2.7762911822421428,0.80298337211675,1.0649927712056082,3.3103106057225666
57.0,0.6918604651162796,1.0,2.657568204054157,0.7211310895643039,1.0510502754553201,3.2373020755948234
58.0,0.6162790697674423,1.0,2.5388452258661705,0.6583883064132121,1.0450267964246984,3.2392935454670804
59.0,0.540697674418605,1.0,2.420122247678184,0.6155622645116221,1.040829289711715,3.166285015339337
60.0,0.4651162790697676,1.0,2.3013992694901977,0.5525502237742556,1.0392730573094926,3.168276485211594
61.0,0.38953488372093026,1.0,2.182676291302211,0.46954852702233985,1.0370577281927948,3.095267955083851
62.0,0.3139534883720936,1.0,2.063953313114226,0.40658489152194144,1.0399765878588703,2.947259424956108
63.0,0.23837209302325624,1.0,1.945230334926239,0.3272158771829737,1.0555977682810793,2.8742508948283647
64.0,0.1627906976744189,1.0,1.8265073567382524,0.2684872941244888,1.0716834322536115,2.7262423647006218
65.0,0.08720930232558155,1.0,1.7077843785502658,0.21007645264727598,1.0974430265012822,2.5032338345728786
66.0,0.011627906976744207,1.0,1.5890614003622792,0.17487067626634117,1.123565570730148,2.3552253044451357
67.0,0.0,1.0639534883720922,1.5707963267948966,0.12977365033113233,1.1687500962856943,2.2822167743173924
68.0,0.0,1.1395348837209296,1.5707963267948966,0.10115089261211958,1.201955092116625,2.1342082441896495
69.0,0.0,1.215116279069767,1.5707963267948966,0.06705629681217527,1.2559267664942015,2.0611997140619063
70.0,0.0,1.2906976744186043,1.5707963267948966,0.02756978451031425,1.3298845080391066,1.913191183934163
71.0,0.0,1.3662790697674416,1.5707963267948966,0.006136321480026616,1.3900176084116138,1.8401826538064199
72.0,0.0,1.4418604651162783,1.5707963267948966,-0.0055309150397264625,1.432275265700744,1.827202191586039
73.0,0.0,1.5174418604651156,1.5707963267948966,-0.02172077138588334,1.4940269591947004,1.7392217293656582
74.0,0.0,1.593023255813953,1.5707963267948966,-0.035774677419115775,1.5766793633545135,1.7262412671452774
75.0,0.0,1.6686046511627903,1.5707963267948966,-0.051850957003067126,1.6792660803954342,1.6382608049248966
76.0,0.0,1.7441860465116277,1.5707963267948966,-0.057502803352081466,1.7629140858769468,1.6252803427045157
77.0,0.0,1.819767441860465,1.5707963267948966,-0.060979272999788406,1.8266580836859114,1.6055248419533317
78.0,0.0,1.8953488372093017,1.5707963267948966,-0.0637179413314959,1.9054857335962199,1.6607693412021478
79.0,0.0,1.970930232558139,1.5707963267948966,-0.07260204431450545,2.0039610086357507,1.6410138404509638
80.0,0.0,2.0465116279069764,1.5707963267948966,-0.078135915349041,2.0826418510688764,1.5462583396997798
81.0,0.0,2.1220930232558137,1.5707963267948966,-0.07669138118712095,2.1414993368320103,1.5265028389485957
82.0,0.0,2.1976744186046506,1.5707963267948966,-0.07382383827981853,2.2061965984691634,1.4317473381974117
83.0,0.0,2.2732558139534875,1.5707963267948966,-0.06207588034206739,2.290139287849394,1.4119918374462277
84.0,0.0,2.348837209302325,1.5707963267948966,-0.051834749874926166,2.354085184609284,1.4672363366950438
85.0,0.0,2.424418604651162,1.5707963267948966,-0.04307260593674077,2.4383918536794087,1.4474808359438598
86.0,0.0,2.499999999999999,1.5707963267948966,-0.03510682348194404,2.5026608569045585,1.502725335192676
87.0,0.0,2.5755813953488365,1.5707963267948966,-0.03206226539962925,2.5473179725898927,1.4829698344414919
88.0,0.0,2.651162790697674,1.5707963267948966,-0.026381862560413256,2.611829145957424,1.538214333690308
89.0,0.0,2.726744186046511,1.5707963267948966,-0.02362067605142769,2.696544938258244,1.518458832939124
90.0,0.0,2.8023255813953485,1.5707963267948966,-0.019536928240344528,2.7745008753378824,1.5537354039039841
91.0,0.0,2.8779069767441845,1.5707963267948966,-0.017863967054940293,2.8725494319043166,1.5140119748688443
92.0,0.0,2.9534883720930214,1.5707963267948966,-0.013433601775495612,2.950486438426506,1.5492885458337045
93.0,0.0,3.0290697674418587,1.5251336428764428,-0.01132465055301733,3.0485265861652273,1.6595651167985646
94.0,0.0,3.104651162790696,1.4064106646884562,-0.01824509624583371,3.1262820525554553,1.6948416877634247
95.0,0.0,3.180232558139534,1.2876876865004694,-0.02736010175795655,3.19938600247085,1.6551182587282849
96.0,0.0,3.255813953488371,1.1689647083124828,-0.032313126674362244,3.2579861822240237,1.6117940825761856
97.0,0.0,3.3313953488372086,1.0502417301244962,-0.03554321901023724,3.336729087567563,1.6434699064240865
98.0,0.0,3.406976744186046,0.9315187519365096,-0.04271771285299861,3.435277402581333,1.6001457302719873
99.0,0.0,3.4825581395348832,0.8127957737485229,-0.04503038169435429,3.5140525903073554,1.481821554119888
100.0,0.0,3.5581395348837206,0.6940727955605362,-0.03980475407165598,3.5726290901931943,1.438497377967789
101.0,0.0,3.633720930232558,0.5753498173725495,-0.03188421647824656,3.632147873699389,1.3201732018156898
102.0,0.0,3.709302325581394,0.45662683918456515,-0.02195312441946104,3.670940326292032,1.1578253902034243
103.0,0.0,3.7848837209302313,0.33790386099657854,0.0021442652589481297,3.7259361108260562,1.070477578591159
104.0,0.0,3.8604651162790686,0.21918088280859194,0.04054154626748639,3.7961686449905776,0.9949207444907142
105.0,0.0,3.9360465116279064,0.10045790462060533,0.07323939059101776,3.846528067966025,0.8443639103902694
106.0,0.01162790697674355,4.0,0.0,0.10440433550786074,3.881603456848836,0.7688070762898245
107.0,0.08720930232558094,4.0,0.0,0.15250284134664438,3.928131855406647,0.7682502421893797
108.0,0.16279069767441834,4.0,0.0,0.21500980108751766,3.988531023940317,0.6926934080889348
109.0,0.23837209302325574,4.0,0.0,0.2665070785088178,4.031267291377608,0.5421365739884899
110.0,0.31395348837209314,4.0,0.0,0.34096392541534115,4.076115452146411,0.4665797398880451
111.0,0.38953488372093054,4.0,0.0,0.40073146311104163,4.106218601052648,0.31602290578760023
112.0,0.46511627906976794,4.0,0.0,0.4833476044922067,4.133232537435433,0.2404660716871554
113.0,0.5406976744186038,4.0,0.0,0.5483426414408353,4.149170018676973,0.08990923758671054
114.0,0.6162790697674413,4.0,0.0,0.6349120955140409,4.156974453126243,0.014352403486265694
115.0,0.6918604651162786,4.0,0.0,0.7418216193262352,4.158508967115573,-0.029003219310929848
116.0,0.7674418604651161,4.0,0.0,0.8287055996713133,4.155988345168135,-0.1473588421081254
117.0,0.8430232558139534,4.0,0.0,0.8949008721990086,4.146162662939292,-0.19071446490532093
118.0,0.9186046511627909,4.0,0.0,0.9690641366362395,4.131844641532267,-0.15907008770251646
119.0,0.9941860465116282,4.0,0.0,1.0633907812896632,4.116712244917688,-0.202425710499712
120.0,1.0697674418604655,4.0,0.0,1.1373812818856515,4.101526681031097,-0.17078133329690753
121.0,1.1453488372093028,4.0,0.0,1.231524242846787,4.085290664883521,-0.21413695609410308
122.0,1.2209302325581401,4.0,0.0,1.305331831678163,4.069239641243355,-0.1824925788912986
123.0,1.296511627906976,4.0,0.0,1.364791561259085,4.058266596789419,-0.22584820168849415
124.0,1.3720930232558133,4.0,0.0,1.44321191226598,4.040248095653737,-0.19420382448568968
125.0,1.4476744186046504,4.0,0.0,1.5417871244947678,4.020860056607271,-0.08755944728288521
126.0,1.5232558139534877,4.0,0.0,1.6219426446811558,4.013823692569593,-0.05591507008008075
127.0,1.598837209302325,4.0,0.0,1.6823119166900007,4.010444618207206,-0.07074719625706365
128.0,1.6744186046511622,4.0,0.0,1.722674462208296,4.007584307575252,-0.020001138545000782
129.0,1.7499999999999996,4.0,0.0,1.7831261357010946,4.006375044020646,-0.044255080832937915
130.0,1.825581395348837,4.0,0.0,1.8593190836485443,4.003000915905667,-0.003728968754572397
131.0,1.9011627906976742,4.0,0.0,1.955586035630142,4.002641937785739,-0.03820285667620688
132.0,1.9767441860465116,4.0,0.0,2.031798008985228,3.999729005451695,0.002323255402158636
133.0,2.052325581395349,4.0,0.08219283105322124,2.0880654784240824,3.9998597293892293,-0.03215063251947585
134.0,2.1279069767441845,4.0,0.20091580924120545,2.164293685595155,3.9974080995348076,0.008375479558889669
135.0,2.203488372093022,4.0,0.31963878742919194,2.2605579303841496,3.998214377602486,0.03453321703080947
136.0,2.279069767441859,4.0,0.43836176561717843,2.3367800799828595,4.000847620472215,0.11958428519347085
137.0,2.3546511627906965,4.0,0.5570847438051649,2.3926458557149735,4.007560317966473,0.12963535335613222
138.0,2.430232558139534,4.0,0.6758077219931514,2.468273522904443,4.017419628943306,0.1260013307057531
139.0,2.5058139534883708,4.0,0.7945307001811379,2.5240950730171323,4.024490678993811,0.19736730805537395
140.0,2.5813953488372086,4.0,0.9132536783691244,2.5852808403714573,4.036726034722798,0.19373328540499482
141.0,2.6569767441860455,4.0,1.031976656557111,2.648182819414696,4.0490670259313974,0.2650992627546157
142.0,2.732558139534883,4.0,1.1506996347450973,2.7293460337936075,4.071101956440405,0.3759219155020199
143.0,2.80813953488372,4.0,1.269422612933084,2.788970983523699,4.094635430498665,0.5156449576996329
144.0,2.883720930232556,4.0,1.388145591121068,2.8273378869371366,4.116381539455063,0.6638456282630537
145.0,2.959302325581393,4.0,1.5068685693090544,2.877825794280911,4.155877491698467,0.7370462988264745
146.0,3.0,4.034883720930231,1.625591547497041,2.910480807845015,4.185518048734524,0.8852469693898953
147.0,3.0,4.110465116279068,1.7443145256850277,2.951063147972795,4.235136923180847,0.9584476399533162
148.0,3.0,4.1860465116279055,1.8630375038730145,2.991257078286293,4.292358949195586,1.106648310516737
149.0,3.0,4.261627906976742,1.981760482061001,3.013607861298865,4.337004648655768,1.220060740482122
150.0,3.0,4.33720930232558,2.100483460248988,3.037634300551411,4.402675361398371,1.3296815409629912
151.0,3.0,4.412790697674418,2.2192064384369745,3.0591077641113253,4.490001869239535,1.421955251047338
152.0,3.0,4.488372093023255,2.337929416624961,3.0694775219238455,4.55915662625731,1.589228961131685
153.0,3.0,4.563953488372093,2.4566523948129477,3.068557271168484,4.609076052537178,1.681502671216032
154.0,3.0,4.63953488372093,2.5753753730009343,3.0608316115234864,4.678575883316307,1.8487763813003788
155.0,3.0,4.715116279069766,2.6940983511889187,3.0471307042821754,4.726587143686442,1.9410500913847257
156.0,3.0,4.790697674418603,2.8128213293769053,3.021827150135305,4.791776425342357,2.108323801469073
157.0,3.0,4.86627906976744,2.931544307564892,2.9757828278844896,4.869022454350034,2.2005975115534198
158.0,3.0,4.941860465116278,3.050267285752879,2.9345964021505706,4.925534317091783,2.367871221637767
159.0,2.9825581395348846,5.0,3.141592653589793,2.8988822165338606,4.960424042331446,2.460144931722114
160.0,2.9069767441860472,5.0,3.141592653589793,2.8445718966669493,5.004472895338438,2.627418641806461
161.0,2.83139534883721,5.0,3.141592653589793,2.796286113736502,5.0317471950427155,2.7725281436387963
162.0,2.7558139534883725,5.0,3.141592653589793,2.7259106210719457,5.058967543846223,2.842637645471132
163.0,2.680232558139535,5.0,3.141592653589793,2.672914070994299,5.075300637167224,2.9877471473034674
164.0,2.604651162790698,5.0,3.141592653589793,2.598348950414846,5.086863515257704,3.057856649135803
165.0,2.52906976744186,5.0,3.141592653589793,2.5269652274269325,5.092854912885043,3.2029661509681384
166.0,2.4534883720930245,5.0,3.141592653589793,2.460925714214543,5.088796740399612,3.273075652800474
167.0,2.377906976744187,5.0,3.141592653589793,2.3763565762375185,5.077612813679087,3.326395247389024
168.0,2.3023255813953494,5.0,3.141592653589793,2.312163114728104,5.065612775007067,3.349043610352149
169.0,2.226744186046512,5.0,3.141592653589793,2.267829056677134,5.05628138502232,3.4061433676247788
170.0,2.1511627906976747,5.0,3.141592653589793,2.242728160430579,5.049481546254955,3.484150044775802
171.0,2.0755813953488373,5.0,3.141592653589793,2.228161949415333,5.044286989431993,3.487156721926825
172.0,2.0,5.0,3.141592653589793,2.20632249937789,5.036424578026284,3.4151633990778483
